,status_bbb,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
1020,1.0,C[C@H]1CN2CC(=O)Nc3ccc(Cl)cc3C2(c2ccccc2)O1,VCCZBYPHZRWKFY-RSXQAXDFSA-N,VCCZBYPHZRWKFY
1021,1.0,Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CC1)CC3,STBZIDOIKQNFCQ-UHFFFAOYSA-N,STBZIDOIKQNFCQ
1022,1.0,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)[C@H]3[C@@H](O)CC2(C)C1(O)C(=O)CO,MKPDWECBUAZOHP-MHHPMJNNSA-N,MKPDWECBUAZOHP
1023,1.0,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,OQDPVLVUJFGPGQ-UHFFFAOYSA-N,OQDPVLVUJFGPGQ
1024,1.0,CC(=O)OCC(=O)C1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)C=CC4(C)[C@H]3[C@@H](O)CC21C,DKHHQUXEXCKMMT-LZTNSQFMSA-N,DKHHQUXEXCKMMT
1025,1.0,CC12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)CC2(C)[C@H]1CCC2(O)C(=O)COC(=O)CCC(=O)O,APGDTXUMTIZLCJ-YALLIURGSA-N,APGDTXUMTIZLCJ
1026,1.0,Cc1c2c(cn1C)NC(=O)CN=C2c1ccccc1,CNWSHOJSFGGNLC-UHFFFAOYSA-N,CNWSHOJSFGGNLC
1027,1.0,CCC(=O)OCC(=O)C12OC(C)(C)O[C@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,UBOIMZIXNXGQOH-LRBVWRPVSA-N,UBOIMZIXNXGQOH
1028,1.0,CCC(=O)c1ccc2c(c1)N(C[C@H](C)N(C)C)c1ccccc1S2,UVOIBTBFPOZKGP-AWEZNQCLSA-N,UVOIBTBFPOZKGP
1029,1.0,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,CBQGYUDMJHNJBX-OALUTQOASA-N,CBQGYUDMJHNJBX
1030,1.0,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,GUJRSXAPGDDABA-NSHDSACASA-N,GUJRSXAPGDDABA
1031,1.0,Cc1cccc(/C=N/N2CCN(C(c3ccccc3)c3ccccc3)CC2)n1,UZDGLRYWBSKLQY-NCELDCMTSA-N,UZDGLRYWBSKLQY
1032,1.0,Cc1ccccc1N1CCN(CCCOc2ccccn2)CC1,CRXVPWCHOPXHMN-UHFFFAOYSA-N,CRXVPWCHOPXHMN
1033,1.0,COc1cc2c(cc1OC)[C@H](c1ccccc1)CN(C)CC2,ICPHJSKVAZMKIV-KRWDZBQOSA-N,ICPHJSKVAZMKIV
1034,1.0,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,VMWNQDUVQKEIOC-UHFFFAOYSA-N,VMWNQDUVQKEIOC
1035,1.0,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,VREFGVBLTWBCJP-UHFFFAOYSA-N,VREFGVBLTWBCJP
1036,1.0,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,ZPEIMTDSQAKGNT
1037,1.0,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,CXOXHMZGEKVPMT-UHFFFAOYSA-N,CXOXHMZGEKVPMT
1038,1.0,Clc1cccc(Cl)c1NC1=NCCN1,GJSURZIOUXUGAL-UHFFFAOYSA-N,GJSURZIOUXUGAL
1039,1.0,CNCCCN1c2ccccc2CCc2ccccc21,HCYAFALTSJYZDH-UHFFFAOYSA-N,HCYAFALTSJYZDH
1040,1.0,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,LNEPOXFFQSENCJ-UHFFFAOYSA-N,LNEPOXFFQSENCJ
1041,1.0,CN(C)CCCN1c2ccccc2CCc2ccccc21,BCGWQEUPMDMJNV-UHFFFAOYSA-N,BCGWQEUPMDMJNV
1042,1.0,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,DQCKKXVULJGBQN-UHFFFAOYSA-N,DQCKKXVULJGBQN
1043,1.0,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,BQJCRHHNABKAKU-UHFFFAOYSA-N,BQJCRHHNABKAKU
1044,1.0,O=C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1O,AQKCJDFMDAPELP-UHFFFAOYSA-N,AQKCJDFMDAPELP
1045,1.0,CN(C)CCCN1c2ccccc2Sc2ccccc21,ZGUGWUXLJSTTMA-UHFFFAOYSA-N,ZGUGWUXLJSTTMA
1046,1.0,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,KLBQZWRITKRQQV-UHFFFAOYSA-N,KLBQZWRITKRQQV
1047,1.0,CCC(NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,BIAVGWDGIJKWRM-UHFFFAOYSA-N,BIAVGWDGIJKWRM
1048,0.0,CN1CCC23c4c5ccc(OC6OC(C(=O)O)C(O)C(O)C6O)c4OC2C(O)C=CC3C1C5,WAEXKFONHRHFBZ-UHFFFAOYSA-N,WAEXKFONHRHFBZ
1049,0.0,CN1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)O)C(O)C(O)C2O)C=CC3C1C5,GNJCUHZOSOYIEC-UHFFFAOYSA-N,GNJCUHZOSOYIEC
1050,0.0,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,PQSUYGKTWSAVDQ-UHFFFAOYSA-N,PQSUYGKTWSAVDQ
1051,0.0,O=C(O)c1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,AFSOIHMEOKEZJF-UHFFFAOYSA-N,AFSOIHMEOKEZJF
1052,0.0,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZKLPARSLTMPFCP-UHFFFAOYSA-N,ZKLPARSLTMPFCP
1053,0.0,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,JYGXADMDTFJGBT-UHFFFAOYSA-N,JYGXADMDTFJGBT
1054,0.0,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,MJJALKDDGIKVBE-UHFFFAOYSA-N,MJJALKDDGIKVBE
1055,0.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,IDYZIJYBMGIQMJ
1056,0.0,CN1C(=O)C(NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21,NFHRQQKPEBFUJK-UHFFFAOYSA-N,NFHRQQKPEBFUJK
1057,0.0,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,OMFXVFTZEKFJBZ-UHFFFAOYSA-N,OMFXVFTZEKFJBZ
1058,0.0,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,NDAUXUAQIAJITI-UHFFFAOYSA-N,NDAUXUAQIAJITI
1059,0.0,CCC(NC(=O)c1c(OCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,RJIWGNBRTQFKBW-UHFFFAOYSA-N,RJIWGNBRTQFKBW
1060,0.0,CCC(NC(=O)c1c(Cn2ccnc2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,KJZOIEGZNOPHDK-UHFFFAOYSA-N,KJZOIEGZNOPHDK
1061,0.0,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,GUGOEEXESWIERI-UHFFFAOYSA-N,GUGOEEXESWIERI
1062,0.0,CN=C(NC#N)NCCSCc1[nH]cnc1C,AQIXAKUUQRKLND-UHFFFAOYSA-N,AQIXAKUUQRKLND
1063,0.0,Cc1ccc(Cc2c[nH]c(NCCSCc3ccc(C(C)(C)N)o3)nc2=O)cn1,CZTPLYMKHNEVHO-UHFFFAOYSA-N,CZTPLYMKHNEVHO
1064,0.0,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,SYNOVMDJYWJCON-UHFFFAOYSA-N,SYNOVMDJYWJCON
1065,0.0,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,DZZWHBIBMUVIIW-UHFFFAOYSA-N,DZZWHBIBMUVIIW
1066,0.0,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,IYIKLHRQXLHMJQ
1067,0.0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,XUKUURHRXDUEBC-UHFFFAOYSA-N,XUKUURHRXDUEBC
1068,0.0,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,UIEATEWHFDRYRU-UHFFFAOYSA-N,UIEATEWHFDRYRU
1069,0.0,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,LTMHDMANZUZIPE-UHFFFAOYSA-N,LTMHDMANZUZIPE
1070,0.0,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1O,GZSOSUNBTXMUFQ-UHFFFAOYSA-N,GZSOSUNBTXMUFQ
1071,0.0,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,IZEKFCXSFNUWAM-UHFFFAOYSA-N,IZEKFCXSFNUWAM
1072,0.0,COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(CC(O)(C(=O)CO)CC1OC1CC(N)C(O)C(C)O1)C3=O,XZTGINNGSQCYPR-UHFFFAOYSA-N,XZTGINNGSQCYPR
1073,0.0,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,AUVVAXYIELKVAI-UHFFFAOYSA-N,AUVVAXYIELKVAI
1074,0.0,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,ULGZDMOVFRHVEP-UHFFFAOYSA-N,ULGZDMOVFRHVEP
1075,0.0,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,VJJPUSNTGOMMGY-UHFFFAOYSA-N,VJJPUSNTGOMMGY
1076,0.0,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl,HAQDEJPEAKWAAM-UHFFFAOYSA-N,HAQDEJPEAKWAAM
1077,0.0,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,XBJBPGROQZJDOJ-UHFFFAOYSA-N,XBJBPGROQZJDOJ
1078,0.0,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,AIJTTZAVMXIJGM-UHFFFAOYSA-N,AIJTTZAVMXIJGM
1079,0.0,CC(=O)C1(O)C=C2C(=O)c3c(c(O)c4ccccc4c3O)C(=O)C2C(OC2CC(N)C(O)C(C)O2)C1,SZWGDFGULWLMIP-UHFFFAOYSA-N,SZWGDFGULWLMIP
1080,0.0,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,VHVPQPYKVGDNFY-UHFFFAOYSA-N,VHVPQPYKVGDNFY
1081,0.0,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,XMAYWYJOQHXEEK-UHFFFAOYSA-N,XMAYWYJOQHXEEK
1082,0.0,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,PCZOHLXUXFIOCF-UHFFFAOYSA-N,PCZOHLXUXFIOCF
1083,0.0,COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C,HBNPJJILLOYFJU-UHFFFAOYSA-N,HBNPJJILLOYFJU
1084,0.0,C=c1c(N)c(O)c2c(c1O)N1CC3NC3C1(OC)C=2COC(N)=O,WOJBAMBWWYIQHQ-UHFFFAOYSA-N,WOJBAMBWWYIQHQ
1085,0.0,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,QAGYKUNXZHXKMR-UHFFFAOYSA-N,QAGYKUNXZHXKMR
1086,0.0,COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,UXVSDVSUISWXKD-UHFFFAOYSA-N,UXVSDVSUISWXKD
1087,0.0,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,VVTJQHCRBOHFTD-UHFFFAOYSA-N,VVTJQHCRBOHFTD
1088,0.0,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,TUZYXOIXSAXUGO-UHFFFAOYSA-N,TUZYXOIXSAXUGO
1089,0.0,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,JWHAUXFOSRPERK-UHFFFAOYSA-N,JWHAUXFOSRPERK
1090,0.0,CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,NCDNCNXCDXHOMX-UHFFFAOYSA-N,NCDNCNXCDXHOMX
1091,0.0,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(N)=O)C(O)C5(CC)C=CCN6CCC43C65)C2)C1,HHJUWIANJFBDHT-UHFFFAOYSA-N,HHJUWIANJFBDHT
1092,0.0,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=CCC(O)(C(O)CO)C=4,QPLDIXIPQYSUGB-UHFFFAOYSA-N,QPLDIXIPQYSUGB
1093,0.0,CC(C)c1ccccc1OCC1=NCCN1,GFYSWQDCHLWRMQ-UHFFFAOYSA-N,GFYSWQDCHLWRMQ
1094,0.0,CC(CN(C)C)OC(C)(c1ccccc1)c1ccc(Cl)cc1,WILANEPAIMJUCP-UHFFFAOYSA-N,WILANEPAIMJUCP
1095,0.0,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,KEMXXQOFIRIICG-UHFFFAOYSA-N,KEMXXQOFIRIICG
1096,0.0,C[N+]1(C)CCCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,UHUMRJKDOOEQIG-UHFFFAOYSA-N,UHUMRJKDOOEQIG
1097,0.0,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,JEJBJBKVPOWOQK-UHFFFAOYSA-N,JEJBJBKVPOWOQK
1098,0.0,CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1,WSWDKMFWJOALEW-UHFFFAOYSA-N,WSWDKMFWJOALEW
1099,0.0,C[N+]1(CCCS(=O)(=O)O)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,PIWAVOGXKRZQCB-UHFFFAOYSA-O,PIWAVOGXKRZQCB
1100,0.0,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,MIQPIUSUKVNLNT-UHFFFAOYSA-N,MIQPIUSUKVNLNT
1101,0.0,CC(=O)OC1C=CC(C)=CCC(O)C=CC(C)=CC(NC(=O)C(C)=O)C2(C)C(=O)OC(C1)C(C)C2=O,LSNBAGMWJRMBEO-UHFFFAOYSA-N,LSNBAGMWJRMBEO
1102,0.0,CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O,CIDUJQMULVCIBT-UHFFFAOYSA-N,CIDUJQMULVCIBT
1103,0.0,NCC1OC(OC2C(N)CC(NC(CO)CO)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,ZEFUFVWPRPISAD-UHFFFAOYSA-N,ZEFUFVWPRPISAD
1104,0.0,Nc1nc(C(CCC(=O)O)C(=O)N=C2C(=O)N3C(C(=O)O)=CCSC23)cs1,LLLXKOHOTQDYHM-UHFFFAOYSA-N,LLLXKOHOTQDYHM
1105,0.0,CC1(C)SC2C(NC(=O)C34CC5CC(CC(N)(C5)C3)C4)C(=O)N2C1C(=O)O,AZGNYRUNQKZSJQ-UHFFFAOYSA-N,AZGNYRUNQKZSJQ
1106,0.0,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,LSQZJLSUYDQPKJ-UHFFFAOYSA-N,LSQZJLSUYDQPKJ
1107,0.0,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,AVKUERGKIZMTKX-UHFFFAOYSA-N,AVKUERGKIZMTKX
1108,0.0,CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,BHELIUBJHYAEDK-UHFFFAOYSA-N,BHELIUBJHYAEDK
1109,0.0,CC1(C)SC2C(NC(=O)C(N=[N+]=[N-])c3ccccc3)C(=O)N2C1C(=O)O,ODFHGIPNGIAMDK-UHFFFAOYSA-N,ODFHGIPNGIAMDK
1110,0.0,CC1C(=NC(=O)C(NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,FLMIOANAVARRAD-UHFFFAOYSA-N,FLMIOANAVARRAD
1111,0.0,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,JGSARLDLIJGVTE-UHFFFAOYSA-N,JGSARLDLIJGVTE
1112,0.0,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,BOEGTKLJZSQCCD-UHFFFAOYSA-N,BOEGTKLJZSQCCD
1113,0.0,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,ZAIPMKNFIOOWCQ-UHFFFAOYSA-N,ZAIPMKNFIOOWCQ
1114,0.0,NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)Cc4cccs4)C3SC2)cc1,FMZXNVLFJHCSAF-UHFFFAOYSA-O,FMZXNVLFJHCSAF
1115,0.0,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1,GOFCPYKUMJBHBH-UHFFFAOYSA-N,GOFCPYKUMJBHBH
1116,0.0,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12,CZTQZXZIADLWOZ-UHFFFAOYSA-O,CZTQZXZIADLWOZ
1117,0.0,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,XIURVHNZVLADCM-UHFFFAOYSA-N,XIURVHNZVLADCM
1118,0.0,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,UQLLWWBDSUHNEB-UHFFFAOYSA-N,UQLLWWBDSUHNEB
1119,0.0,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,MLYYVTUWGNIJIB-UHFFFAOYSA-N,MLYYVTUWGNIJIB
1120,0.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,AFZFFLVORLEPPO-UHFFFAOYSA-N,AFZFFLVORLEPPO
1121,0.0,Nc1ncc(C(=NOC2CCNC2=O)C(=O)NC2C(=O)N3C(C(=O)O)=C(C[n+]4ccccc4)CSC23)s1,CUCFRCCRYQDMNM-UHFFFAOYSA-O,CUCFRCCRYQDMNM
1122,0.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1,HVFLCNVBZFFHBT-UHFFFAOYSA-O,HVFLCNVBZFFHBT
1123,0.0,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(CSc3nc[nH]n3)CSC12,UQWYUAURRDNBKR-UHFFFAOYSA-N,UQWYUAURRDNBKR
1124,0.0,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSC=CC#N)C2SC1,JXHWKLWIYBATLL-UHFFFAOYSA-N,JXHWKLWIYBATLL
1125,0.0,C=CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOCC(=O)O)c3csc(N)n3)C2SC1,FACRSCOHUPSUMI-UHFFFAOYSA-N,FACRSCOHUPSUMI
1126,0.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12)c1csc(N)n1,HJJDBAOLQAWBMH-UHFFFAOYSA-N,HJJDBAOLQAWBMH
1127,0.0,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,SNBUBQHDYVFSQF-UHFFFAOYSA-N,SNBUBQHDYVFSQF
1128,0.0,COC1(NC(=O)CSCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,JSDXOWVAHXDYCU-UHFFFAOYSA-N,JSDXOWVAHXDYCU
1129,0.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(N)n1,XDZKBRJLTGRPSS-UHFFFAOYSA-N,XDZKBRJLTGRPSS
1130,0.0,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12,DYAIAHUQIPBDIP-UHFFFAOYSA-N,DYAIAHUQIPBDIP
1131,0.0,COC1(NC(O)=c2sc(=C(C(N)=O)C(=O)O)s2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,SMRZELGKBINBNK-UHFFFAOYSA-N,SMRZELGKBINBNK
1132,0.0,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)C2SC1,QYQDKDWGWDOFFU-UHFFFAOYSA-N,QYQDKDWGWDOFFU
1133,0.0,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)c3c(-c4ccccc4Cl)noc3C)C2SC1,OCLRGULJISNUQS-UHFFFAOYSA-N,OCLRGULJISNUQS
1134,0.0,O=C(O)C1=C(C[n+]2ccc(CCS(=O)(=O)O)cc2)CSC2C(NC(=O)C(NC(=O)c3[nH]cnc3C(=O)O)c3ccccc3)C(=O)N12,LNZMRLHZGOBKAN-UHFFFAOYSA-O,LNZMRLHZGOBKAN
1135,0.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3cccc4c3CCC4)CSC12)c1csc(N)n1,DKOQGJHPHLTOJR-UHFFFAOYSA-O,DKOQGJHPHLTOJR
1136,0.0,COCC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOC)c3csc(N)n3)C2SC1,FABCMJIZWLKMHL-UHFFFAOYSA-N,FABCMJIZWLKMHL
1137,0.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3cccc4c3CCCC4)CSC12)c1csc(N)n1,YWKJNRNSJKEFMK-UHFFFAOYSA-O,YWKJNRNSJKEFMK
1138,0.0,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,RDLPVSKMFDYCOR-UHFFFAOYSA-N,RDLPVSKMFDYCOR
1139,0.0,CC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccc(C4=NCCCN4)cc3)C2SC1,QFTZCQVZVRVDTD-UHFFFAOYSA-N,QFTZCQVZVRVDTD
1140,0.0,COC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,RDMOROXKXONCAL-UHFFFAOYSA-N,RDMOROXKXONCAL
1141,0.0,NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)O)C3SC2)cc1,SYLKGLMBLAAGSC-UHFFFAOYSA-O,SYLKGLMBLAAGSC
1142,0.0,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,DZMVCVMFETWNIU-UHFFFAOYSA-N,DZMVCVMFETWNIU
1143,0.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CSC12)c1csc(N)n1,ZBHXIWJRIFEVQY-UHFFFAOYSA-N,ZBHXIWJRIFEVQY
1144,0.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1,NNULBSISHYWZJU-UHFFFAOYSA-N,NNULBSISHYWZJU
1145,0.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1ccco1,YBHZVPYSEUQIII-UHFFFAOYSA-N,YBHZVPYSEUQIII
1146,0.0,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)C2SC1,HOKIDJSKDBPKTQ-UHFFFAOYSA-N,HOKIDJSKDBPKTQ
1147,0.0,COC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(Cl)c(Cl)c1,JKXQBIZCQJLVOS-UHFFFAOYSA-N,JKXQBIZCQJLVOS
1148,0.0,CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,HGBLNBBNRORJKI-UHFFFAOYSA-N,HGBLNBBNRORJKI
1149,0.0,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,YFAGHNZHGGCZAX-UHFFFAOYSA-N,YFAGHNZHGGCZAX
1150,0.0,CNCCC(O)C1CC(SC2=C(C(=O)O)N3C(=O)C(C(C)O)C3C2C)CN1,PZLOCBSBEUDCPF-UHFFFAOYSA-N,PZLOCBSBEUDCPF
1151,0.0,CC(C)C(=O)OCc1cccc(OC(=O)C2N3C(=O)C(NC(=O)Cc4ccccc4)C3SC2(C)C)c1,MGKUHWMKIYHWOJ-UHFFFAOYSA-N,MGKUHWMKIYHWOJ
1152,0.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]34CCC(C(N)=O)(CC3)CC4)CSC12)c1nsc(N)n1,JUVHVMCKLDZLGN-UHFFFAOYSA-O,JUVHVMCKLDZLGN
1153,0.0,CC[N+](C)(CC=CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOCF)c3nsc(N)n3)C2SC1)CC(N)=O,VLWVOWJFGDHNKB-UHFFFAOYSA-O,VLWVOWJFGDHNKB
1154,0.0,CC1(C)SC2C(NC(=O)C(N)C3=CCC=CC3)C(=O)N2C1C(=O)O,RPBAFSBGYDKNRG-UHFFFAOYSA-N,RPBAFSBGYDKNRG
1155,0.0,CC1(C)SC2C(NC(=O)C(Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,VZPPEUOYDWPUKO-UHFFFAOYSA-N,VZPPEUOYDWPUKO
