SMILES,CASRN,EXTERNALID,N,NAME,ARTICLEID,PUBMEDID,PAGE,TABLE,Papp(PAMPA)(qualitative),pH,UNIT {pH},Temperature,UNIT {Temperature},comment (chemical)
OC1=CC=C2C3=C1OC4C(=O)CCC5(O)C(N(CC=C)CCC345)C2,465-65-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",965,Naloxone,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C(C1=CC=C2C=C(OC)C=CC2=C1)C,22204-53-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",969,Naproxen,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C)S(=O)(=O)CCC1=CC=C2NC=C(C2=C1)C3CCN(C)CC3,121679-13-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",975,Naratriptan,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N1C2=C(N=CC=C2C)N(C3=NC=CC=C3C1=O)C4CC4,129618-40-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",980,Nevirapine,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC(=O)C1=CN=CC=C1,98-92-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",991,nicotinamide,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC=C(C=C1)C2N(C)CCC2,54-11-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",997,Nicotine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN(C2=CC(N3CCNCC3)=C(F)C=C2C1=O)CC,70458-96-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1001,Norfloxacin,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN2C3=C(OCC2C)C(N4CCN(C)CC4)=C(F)C=C3C1=O,82419-36-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1006,Ofloxacin,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCCNC(=O)C1=C([N+]([O-])=C2C=CC=CC2=[N+]1[O-])C,23696-28-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1012,Olaquindox,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=C(C(OC)=C1C)C)CS(=O)C2=NC3=CC(OC)=CC=C3N2,73590-58-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1016,Omeprazole,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C=1N=C(N(C1)CC2C(=O)C3=C(N(C4=CC=CC=C34)C)CC2)C,99614-02-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1022,ondansetron,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN(C2=C(F)C(N3CC(NC(C)C3)C)=C(F)C(F)=C2C1=O)C4CC4,113617-63-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1033,orbifloxacin,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1N2C(=O)C(NC(=O)C=3C(=NOC3C)C4=CC=CC=C4)C2SC1(C)C,66-79-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1036,Oxacillin,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC(=O)N1C2=CC=CC=C2C(=O)CC3=CC=CC=C13,28721-07-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1041,OXCARBAZEPINE,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(COC1=CC=CC=C1OCC=C)CNC(C)C,6452-71-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1048,oxprenolol,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=C(OC)C(OC)=C1)CS(=O)C2=NC3=CC(OC(F)F)=CC=C3N2,102625-70-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1054,Pantoprazole,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=C2C=C(OC)C(OC)=CC2=C1)CC3=CC=C(OC)C(OC)=C3,58-74-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1063,Papaverine,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N1CCC(C2=CC=C(F)C=C2)C(COC3=CC=C4OCOC4=C3)C1,61869-08-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1069,paroxetine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N=C(N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(=N)N)C=C1,100-33-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1074,Pentamidine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC=2N(C(=O)N(C(=O)C2N1C)CCCCC(=O)C)C,06/05/6493,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1079,Pentoxifylline,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCCN1CCN(CCCN2C3=CC=CC=C3SC4=CC=C(Cl)C=C24)CC1,58-39-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1084,Perphenazine,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=CC=C1)C(C2=CC=CC=C2)CCN(C)C,86-21-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1089,pheniramine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=C(C(=O)N(N1C2=CC=CC=C2)C3=CC=CC=C3)CCCC,50-33-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1099,Phenylbutazone,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(COC=1C=CC=C2NC=CC12)CNC(C)C,13523-86-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1103,Pindolol,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C(=C1)C(=O)OC,54063-52-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1110,Pitofenone,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,50-24-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1116,Prednisolone,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC12C,53-03-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1121,Prednisone,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)C(=O)OCCN(CC)CC,59-46-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1128,procaine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C2N(C3=CC=CC=C3SC2=C1)CC(N(C)C)C,60-87-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1134,Promethazine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)CNCCC,54063-53-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1138,propafenone,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=C(C=CC=C1C(C)C)C(C)C,2078-54-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1143,Propofol,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(COC=1C=CC=C2C=CC=CC12)CNC(C)C,525-66-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1149,Propranolol,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC(=O)C1=NC=CN=C1,98-96-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1157,Pyrazinamide,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCCOCCN1CCN(C2=NC3=CC=CC=C3SC4=CC=CC=C24)CC1,111974-69-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1162,Quetiapine,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(C=1C=CN=C2C=CC(OC)=CC12)C3N4CCC(C3)C(C=C)C4,130-95-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1170,Quinine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=C(C(OCCCOC)=C1)C)CS(=O)C2=NC3=CC=CC=C3N2,117976-89-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1176,rabeprazole,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CC=CC=C1O,69-72-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1182,Salicylic acid,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN(C2=CC=C(F)C=C2)C3=CC(N4CCNCC4)=C(F)C=C3C1=O,98105-99-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1185,sarafloxacin,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C,144-80-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1191,Sulfacetamide,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NN=C(Cl)C=C2,80-32-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1201,Sulfachloropyridazine,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CC=N2,68-35-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1202,sulfadiazine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC(OC)=NC(OC)=C2,122-11-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1213,sulfadimethoxine,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=NC(OC)=C2OC,2447-57-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1217,SULFADOXINE,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N=C(N)NS(=O)(=O)C1=CC=C(N)C=C1,57-67-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1221,sulfaguanidine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CC(=N2)C,127-79-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1227,sulfamerazine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC(=CC(=N2)C)C,57-68-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1237,Sulfamethazine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NN=C(S2)C,144-82-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1240,Sulfamethizole,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NOC(=C2)C,723-46-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1245,sulfamethoxazole,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NN=C(OC)C=C2,80-35-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1253,sulfamethoxypyridazine,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=NC(OC)=C2,1220-83-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1259,sulfamonomethoxine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC(=C(O2)C)C,729-99-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1266,sulfamoxole,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)N,63-74-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1268,sulfanilamide,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CC=C2,144-83-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1278,sulfapyridine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC=2N=C3C=CC=CC3=NC2,59-40-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1285,SULFAQUINOXALINE,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2,72-14-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1290,Sulfathiazole,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC=2ON=C(C2C)C,127-69-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1297,sulfisoxazole,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)CC1=C(C(=CC2=CC=C(C=C2)S(=O)C)C3=CC=C(F)C=C13)C,38194-50-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1299,Sulindac,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC1OC(N2C=CC(=NC2=O)N)CC1,7481-89-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1308,zalcitabine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NN2C(=CC=NC2=C1C#N)C3=CC=CC(=C3)N(C(=O)C)CC,151319-34-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1312,Zaleplon,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC=1C2=C(N=C3C=CC=CC13)CCCC2,321-64-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1318,Tacrine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=C1C(=O)N(C(=O)N)C2=CC=C(Cl)C=C12)C=3SC=CC3,120210-48-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1322,Tenidap,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N1C(=O)N(C=2N=CN(C2C1=O)C)C,83-67-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1331,theobromine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC2=C(N(C(=O)N(C2=O)C)C)N1,58-55-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1334,Theophylline,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=CS1)C2=NC3=CC=CC=C3N2,148-79-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1340,Thiabendazole,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)S(=O)(=O)C,15318-45-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1351,Thiamphenicol,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C2N(C3=CC(SCC)=CC=C3SC2=C1)CCCN4CCN(C)CC4,1420-55-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1352,THIETHYLPERAZINE,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C2N(C3=CC(SC)=CC=C3SC2=C1)CCC4N(C)CCCC4,50-52-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1361,Thioridazine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1CN(CCC=C(C=2SC=CC2C)C=3SC=CC3C)CCC1,115103-54-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1364,Tiagabine,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(COC1=NSN=C1N2CCOCC2)CNC(C)(C)C,26839-75-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1373,Timolol,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C=1N=C(N(C1[N+]([O-])=O)CCS(=O)(=O)CC)C,19387-91-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1377,Tinidazole,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C1=NCCN1)C2=C(Cl)C=CC3=NSN=C23,51322-75-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1385,tizanidine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC(=CC(OC)=C1OC)C2=NN=C(C)C(C3=CC(OC)=C(OC)C=C23)CC,22345-47-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1392,Tofisopam,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C(=O)NS(=O)(=O)C1=CC=C(C=C1)C)CCCC,64-77-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1394,tolbutamide,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC(=CC=C1C(=O)C(C)CN2CCCCC2)C,728-88-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1402,tolperisone,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=CC=C(C=C1C(C2=CC=CC=C2)CCN(C(C)C)C(C)C)C,124937-51-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1407,Tolterodine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1(C2=CC=CC(OC)=C2)CCCCC1CN(C)C,27203-92-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1414,tramadol,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
